day,user_lat,user_lon,name,address,location_lat,location_lon,distance_km,route_minutes,elevation,elevation_category,weather_score,final_score
2025-12-16,40.37092,-3.69664,Parque Dehesa de la Villa,CARRETERA DEHESA DE LA VILLA 1,40.45817981904011,-3.7207253118064827,9.91,167.7,706.7537841796875,moderado,24,-2.69
2025-12-16,40.37092,-3.69664,Parque Duque de Ahumada,CALLE LAGO VAN 16,40.4048457851104,-3.6062315414157613,8.54,157.6,685.23779296875,moderado,24,-0.29
2025-12-16,40.37092,-3.69664,Parque El Calero,CALLE JOSE DEL HIERRO 1,40.43555222953495,-3.6519351470803567,8.12,140.4,673.7615356445312,moderado,24,1.84
2025-12-16,40.37092,-3.69664,Parque El Cedral,CALLE ARTURO SORIA 233,40.462882951414265,-3.6650441004626564,10.57,180.9,702.4205322265625,moderado,24,-4.66
2025-12-16,40.37092,-3.69664,Parque El Cruce,CALLE ALCOCER 1,40.350970403692386,-3.6944891243298597,2.23,35.5,590.6365966796875,llano,24,18.22
2025-12-16,40.37092,-3.69664,Parque Emir Mohamed I,CUESTA RAMON 1,40.41438785232736,-3.7147888896558188,5.07,84.7,622.1519775390625,llano,24,10.46
2025-12-16,40.37092,-3.69664,Parque Emperatriz María de Austria,CALLE VIA LUSITANA 3,40.382311100280766,-3.7227552919050586,2.55,43.4,614.1083374023438,llano,24,17.11
2025-12-16,40.37092,-3.69664,Parque Enrique Tierno Galván,CALLE MENESES 4,40.39210151448589,-3.681620654746187,2.68,48.4,591.0945434570312,llano,24,16.48
2025-12-16,40.37092,-3.69664,Parque Entrevías Forestal,CALLE EMBAJADORES 251,40.36782603611024,-3.6670181171393064,2.53,52.8,589.8098754882812,llano,24,16.18
2025-12-16,40.37092,-3.69664,Parque Entrevías Urbano,RONDA SUR 8,40.37253969509114,-3.6698091602059613,2.28,45.9,614.6715698242188,llano,24,17.13
2025-12-16,40.37092,-3.69664,Parque Este de Valdebernardo,AVENIDA DEMOCRACIA 25,40.393429973468265,-3.6183833916362733,7.09,128.9,670.864990234375,moderado,24,4.03
2025-12-16,40.37092,-3.69664,Parque Eugenia de Montijo,CALLE PARQUE EUGENIA DE MONTIJO 3,40.37942623334737,-3.7527174453988774,4.84,77.9,660.2080078125,moderado,24,11.37
2025-12-16,40.37092,-3.69664,Parque Eva Duarte,CALLE DOCTOR GOMEZ ULLA 9,40.42985671996897,-3.668031432543624,6.99,119.5,676.1580810546875,moderado,24,5.07
2025-12-16,40.37092,-3.69664,Parque Forestal Fuente Carrantona,CALLE FUENTE CARRANTONA 38,40.410083041012584,-3.6297141827859876,7.15,131.1,694.24072265625,moderado,24,3.74
2025-12-16,40.37092,-3.69664,Parque Forestal Julio Alguacil Gómez,PARQUE Ctra Carabanchel a Villaverde  con vuelta Calle Verde Viento ,40.36073540960827,-3.7177186736043275,2.11,38.8,601.9989624023438,llano,24,18.0
2025-12-16,40.37092,-3.69664,Parque Forestal de Valdebebas-Felipe VI y Parque Princesa Leonor,AVENIDA LAS FUERZAS ARMADAS 11,40.48494412599755,-3.641451621738692,13.51,228.1,704.9722900390625,moderado,24,-12.32
2025-12-16,40.37092,-3.69664,Parque Forestal de Vicálvaro,PASEO POLIDEPORTIVO 1,40.41022401774968,-3.60626801415248,8.81,162.8,682.8074340820312,moderado,24,-1.1
2025-12-16,40.37092,-3.69664,Parque Félix Rodríguez de la Fuente,CALLE PADRE CLARET 38,40.45205238274073,-3.6653500732558792,9.4,158.6,682.7296142578125,moderado,24,-1.27
2025-12-16,40.37092,-3.69664,Parque General Fanjul - Santa Margarita,AVENIDA DE LAS ÁGUILAS 144,40.38033890061462,-3.7834984766161837,7.43,117.0,686.4920043945312,moderado,24,4.87
