day,user_lat,user_lon,name,address,location_lat,location_lon,distance_km,route_minutes,elevation,elevation_category,weather_score,final_score
2025-12-16,40.37092,-3.69664,Parque Hortaleza,CARRETERA ESTACION DE HORTALEZA 18,40.48024318499327,-3.650809942180937,12.76,210.6,702.0960083007812,moderado,24,-9.82
2025-12-16,40.37092,-3.69664,Parque Huerta del Obispo.,CALLE PALOMARES 34,40.346980092315505,-3.712145719392749,2.97,46.1,601.1333618164062,llano,24,16.42
2025-12-16,40.37092,-3.69664,Parque Juan Carlos I,"GLORIETA S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5 5",40.45999848510341,-3.6148888706303586,12.08,203.4,664.5800170898438,moderado,24,-8.43
2025-12-16,40.37092,-3.69664,Parque Juan Pablo II,AVENIDA MACHUPICHU 1,40.45544764269407,-3.623539375307719,11.25,191.8,662.361328125,moderado,24,-6.44
2025-12-16,40.37092,-3.69664,Parque Juan de la Cosa,CALLE VICTOR ANDRES BELAUNDE 1,40.45424210617104,-3.679171627391412,9.38,150.5,716.4835815429688,moderado,24,-0.43
2025-12-16,40.37092,-3.69664,Parque La Viña,CALLE TIMOTEO PEREZ RUBIO 9,40.38556774381467,-3.67430914572838,2.5,63.4,601.3355102539062,llano,24,15.17
2025-12-16,40.37092,-3.69664,Parque Ladera de los Almendros,CALLE LADERA DE LOS ALMENDROS 46,40.39616431537003,-3.6261065047300303,6.6,129.1,678.8095703125,moderado,24,4.49
2025-12-16,40.37092,-3.69664,Parque Lineal de Palomeras,AVENIDA ALBUFERA 293,40.38581882868559,-3.6363631773029352,5.37,97.4,654.0238037109375,moderado,24,8.89
2025-12-16,40.37092,-3.69664,Parque Lineal del Manzanares (Usera - Pte de Vallecas),CAMINO PERALES 47,40.379745,-3.690042,1.13,18.0,574.1873168945312,llano,24,21.07
2025-12-16,40.37092,-3.69664,Parque Madrid Río,PASARELA HISTORICA PASEO DE LAS YESERIAS ,40.39815439895114,-3.7125359439695975,3.31,52.9,569.4359130859375,llano,24,15.4
2025-12-16,40.37092,-3.69664,Parque Martala,AVENIDA MORATALAZ 183,40.40882236801765,-3.643898652734279,6.14,110.2,672.5170288085938,moderado,24,6.84
2025-12-16,40.37092,-3.69664,Parque Martin Luther King,CALLE CERRO NEGRO 1,40.398195733324194,-3.6701340560704026,3.77,63.3,597.4217529296875,llano,24,13.89
2025-12-16,40.37092,-3.69664,Parque Mirador de Tierno Galván,CALLE NEBULOSAS 7,40.394735491209424,-3.6856299107811368,2.81,48.4,595.4236450195312,llano,24,16.35
2025-12-16,40.37092,-3.69664,Parque Mirador de las Cárcavas,CALLE RAFAELA APARICIO 2,40.47917989766592,-3.6330084507532687,13.19,221.7,692.6207275390625,moderado,24,-11.36
2025-12-16,40.37092,-3.69664,Parque Mujeres de Orcasitas,RONDA COOPERATIVAS 6,40.3673502443602,-3.7076605178679096,1.01,18.3,596.221435546875,llano,24,21.16
2025-12-16,40.37092,-3.69664,Parque Norte - Carmen Tagle,CALLE ARZOBISPO MORCILLO 7,40.48106787416528,-3.6933504628706095,12.25,198.1,725.27490234375,moderado,24,-8.06
2025-12-16,40.37092,-3.69664,Parque Nudo Norte de Begoña,AVENIDA LLANO CASTELLANO 1,40.483895554775785,-3.6844715393162772,12.6,200.5,733.3749389648438,moderado,24,-8.65
2025-12-16,40.37092,-3.69664,Parque Olof Palme,CALLE CERECINOS 1,40.38439900273861,-3.7129519968429445,2.04,36.9,616.1241455078125,llano,24,18.27
2025-12-16,40.37092,-3.69664,Parque Orlando Zapata Tamayo,CALLE URUGUAY 6,40.455011305200735,-3.6743070613284736,9.54,156.6,707.2586669921875,moderado,24,-1.2
2025-12-16,40.37092,-3.69664,Parque Paseo Muñoz Grandes,PASEO MARCELINO CAMACHO 6,40.385086008433305,-3.7398326701482016,3.98,69.2,642.641357421875,llano,24,13.1
2025-12-16,40.37092,-3.69664,Parque Payaso Fofó,CALLE PAYASO FOFO 11,40.38901086962944,-3.6599692832803825,3.7,78.6,637.6814575195312,llano,24,12.44
2025-12-16,40.37092,-3.69664,Parque Peñuelas,CALLE GARGANTILLA 2,40.39900396358797,-3.703926416750334,3.18,51.2,580.0474243164062,llano,24,15.69
2025-12-16,40.37092,-3.69664,Parque Pinar de la Elipa,CALLE FELIX RODRIGUEZ DE LA FUENTE 26,40.418806485625446,-3.6563469592354387,6.32,117.7,633.2206420898438,llano,24,5.91
2025-12-16,40.37092,-3.69664,Parque Pinar del Rey,CARRETERA CANILLAS 1,40.463441129364256,-3.6556488853143465,10.86,183.4,714.8907470703125,moderado,24,-5.19
2025-12-16,40.37092,-3.69664,Parque Plaza Chozas de Canales,CARRETERA VILLAVERDE A VALLECAS 10,40.35277786522202,-3.6905392176697744,2.08,33.8,587.1812744140625,llano,24,18.54
2025-12-16,40.37092,-3.69664,Parque Plaza Colonia Oroquieta,CARRETERA VILLAVERDE A VALLECAS 1 B,40.35239211569256,-3.691771736219469,2.1,32.5,587.66552734375,llano,24,18.65
2025-12-16,40.37092,-3.69664,Parque Quinta de los Molinos,CALLE ALCALA 527,40.44245748722783,-3.6217095632137375,10.17,171.6,668.4149780273438,moderado,24,-3.33
2025-12-16,40.37092,-3.69664,Parque Ramírez de Prado,CALLE RAMIREZ DE PRADO 2,40.39932569185547,-3.6894842200951024,3.22,59.5,597.0198974609375,llano,24,14.83
2025-12-16,40.37092,-3.69664,Parque Roma,CALLE JUAN ESPLANDIU 4,40.41641041087398,-3.662606100328213,5.82,100.6,642.9814453125,llano,24,8.12
2025-12-16,40.37092,-3.69664,Parque Salvador de Madariaga,CALLE SALVADOR DE MADARIAGA 9,40.439387584092685,-3.6571484128652396,8.32,142.8,677.5216674804688,moderado,24,1.4
2025-12-16,40.37092,-3.69664,Parque San Blas. El Paraíso,AVENIDA ARCENTALES 4,40.42996840999023,-3.622184001035289,9.1,155.4,677.58740234375,moderado,24,-0.64
2025-12-16,40.37092,-3.69664,Parque San José de Calasanz,CALLE JOAQUIN MARIA LOPEZ 39,40.43761436823094,-3.7145867743039878,7.57,124.4,672.25,moderado,24,3.99
2025-12-16,40.37092,-3.69664,Parque San Juan Bautista,CALLE AGASTIA 87,40.451304609076615,-3.6558964974118364,9.58,167.5,693.3975830078125,moderado,24,-2.33
2025-12-16,40.37092,-3.69664,Parque Sancho Dávila,PLAZA AMERICA ESPAÑOLA 4,40.42949627920971,-3.6617795915510434,7.15,123.8,657.3135375976562,moderado,24,4.47
2025-12-16,40.37092,-3.69664,Parque Santa Eugenia,CALLE Cerro Almodóvar 1,40.38131130575197,-3.608459149580722,7.56,133.4,658.9482421875,moderado,24,3.1
2025-12-16,40.37092,-3.69664,Parque Santa Rita,CALLE ALBA DE TORMES 2,40.379040097900265,-3.742770522229555,4.01,64.6,637.7606201171875,llano,24,13.53
2025-12-16,40.37092,-3.69664,Parque Segura,CALLE SEGURA 5,40.368011394592635,-3.7158770172855813,1.66,28.0,604.302001953125,llano,24,19.54
2025-12-16,40.37092,-3.69664,Parque Soto de Entrevías,CARRETERA ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T. 9,40.376563359161366,-3.675043967167776,1.93,45.8,602.7762451171875,llano,24,17.49
2025-12-16,40.37092,-3.69664,Parque Urpisa,CAMINO VASARES 2,40.38289158525453,-3.619641837988416,6.66,118.0,634.3040161132812,llano,24,5.54
2025-12-16,40.37092,-3.69664,Parque Valdebernardo Este,CALLE CORDEL DE PAVONES 2,40.4027578376722,-3.617738099849234,7.56,141.3,695.0991821289062,moderado,24,2.31
2025-12-16,40.37092,-3.69664,Parque Valle de Enmedio,CALLE MIRADOR DE LA REINA 22,40.48922371593969,-3.7237594350747143,13.35,217.6,664.6482543945312,moderado,24,-11.12
2025-12-16,40.37092,-3.69664,Parque Vallecas Villa,CALLE BABILAFUENTE 2,40.37217516332789,-3.6238430832643598,6.17,110.8,625.3233032226562,llano,24,6.75
2025-12-16,40.37092,-3.69664,Parque Vandel,CALLE MOLINA DE SEGURA 10,40.4049148503112,-3.636955454805149,6.31,119.6,683.6797485351562,moderado,24,5.72
2025-12-16,40.37092,-3.69664,Parque Virgen de la Esperanza,CALLE ANOETA 45,40.351030215596516,-3.7010015933831006,2.24,36.0,596.160400390625,llano,24,18.16
2025-12-16,40.37092,-3.69664,Parque de Alfonso XIII,AVENIDA ALFONSO XIII 136,40.45990434942118,-3.669142805075655,10.16,169.2,698.0909423828125,moderado,24,-3.08
2025-12-16,40.37092,-3.69664,Parque de Amós Acero,CALLE SIERRA MOLINA 1,40.38903628994235,-3.6665321826830297,3.25,69.9,617.028564453125,llano,24,13.76
2025-12-16,40.37092,-3.69664,Parque de Ana Tutor,CALLE VALLE DE PINARES LLANOS 1,40.48559668319756,-3.7174080145343464,12.87,207.6,687.3045654296875,moderado,24,-9.63
2025-12-16,40.37092,-3.69664,Parque de Arriaga,AVENIDA DAROCA 95,40.425090271008656,-3.6427216652412877,7.56,132.0,677.777587890625,moderado,24,3.24
2025-12-16,40.37092,-3.69664,Parque de Atenas,CALLE SEGOVIA 28,40.413971277014085,-3.715138075489171,5.04,83.4,606.8045654296875,llano,24,10.62
2025-12-16,40.37092,-3.69664,Parque de Berlín,AVENIDA RAMON Y CAJAL 2,40.45150372849227,-3.6760645355093797,9.13,150.4,703.672119140625,moderado,24,-0.17
2025-12-16,40.37092,-3.69664,Parque de Breogán,AVENIDA BRASILIA 2,40.437140971249754,-3.6608995093418306,7.96,134.1,665.4376831054688,moderado,24,2.63
2025-12-16,40.37092,-3.69664,Parque de Canillejas,CALLE CIRCE 57,40.44191186628217,-3.610832880429799,10.73,178.0,656.1503295898438,moderado,24,-4.53
2025-12-16,40.37092,-3.69664,Parque de Comillas,CALLE MIGUEL SORIANO 1,40.39191419121823,-3.7141505979369023,2.77,48.4,597.3018798828125,llano,24,16.4
2025-12-16,40.37092,-3.69664,Parque de Darwin,CALLE MANUEL MARIA ARRILLAGA 29 B,40.40687979108534,-3.660862691056585,5.02,91.8,617.9968872070312,llano,24,9.8
2025-12-16,40.37092,-3.69664,Parque de Enrique Herreros,CALLE BRAVO MURILLO 49,40.43934359051524,-3.7043941647283263,7.64,124.0,684.7504272460938,moderado,24,3.97
2025-12-16,40.37092,-3.69664,Parque de Francos Rodríguez,AVENIDA DOCTOR FEDERICO RUBIO Y GALI 63,40.45374298443811,-3.714179732136829,9.33,152.7,695.8355712890625,moderado,24,-0.6
